hotel,fecha,nivel,cantidad
demo-costa,2026-02-19,Platinum Elite (PLT),3
demo-costa,2026-02-19,Titanium Elite (TTM),1
demo-centro,2026-02-20,Member (MRD),3
demo-centro,2026-02-20,Silver Elite (SLR),3
demo-centro,2026-02-20,Platinum Elite (PLT),3
demo-centro,2026-02-20,Titanium Elite (TTM),4
demo-costa,2026-02-20,Member (MRD),2
demo-costa,2026-02-20,Silver Elite (SLR),4
demo-costa,2026-02-20,Gold Elite (GLD),2
demo-costa,2026-02-20,Platinum Elite (PLT),3
demo-centro,2026-02-21,Member (MRD),3
demo-centro,2026-02-21,Silver Elite (SLR),2
demo-centro,2026-02-21,Gold Elite (GLD),2
demo-centro,2026-02-21,Platinum Elite (PLT),3
demo-centro,2026-02-21,Titanium Elite (TTM),3
demo-costa,2026-02-21,Member (MRD),1
demo-costa,2026-02-21,Silver Elite (SLR),3
demo-costa,2026-02-21,Titanium Elite (TTM),4
demo-centro,2026-02-22,Member (MRD),4
demo-centro,2026-02-22,Silver Elite (SLR),4
demo-costa,2026-02-22,Silver Elite (SLR),2
demo-costa,2026-02-22,Gold Elite (GLD),1
demo-costa,2026-02-22,Platinum Elite (PLT),3
demo-costa,2026-02-22,Titanium Elite (TTM),1
demo-centro,2026-02-23,Member (MRD),4
demo-centro,2026-02-23,Gold Elite (GLD),4
demo-centro,2026-02-23,Platinum Elite (PLT),2
demo-centro,2026-02-23,Titanium Elite (TTM),3
demo-costa,2026-02-23,Gold Elite (GLD),1
demo-costa,2026-02-23,Platinum Elite (PLT),4
demo-costa,2026-02-23,Titanium Elite (TTM),4
demo-centro,2026-02-24,Member (MRD),2
demo-centro,2026-02-24,Silver Elite (SLR),1
demo-centro,2026-02-24,Gold Elite (GLD),2
demo-centro,2026-02-24,Titanium Elite (TTM),1
demo-costa,2026-02-24,Silver Elite (SLR),1
demo-costa,2026-02-24,Titanium Elite (TTM),1
demo-centro,2026-02-25,Gold Elite (GLD),4
demo-centro,2026-02-25,Titanium Elite (TTM),4
demo-costa,2026-02-25,Member (MRD),1
demo-costa,2026-02-25,Platinum Elite (PLT),3
demo-centro,2026-02-26,Member (MRD),1
demo-centro,2026-02-26,Gold Elite (GLD),1
demo-centro,2026-02-26,Platinum Elite (PLT),1
demo-centro,2026-02-26,Titanium Elite (TTM),4
demo-costa,2026-02-26,Member (MRD),4
demo-costa,2026-02-26,Gold Elite (GLD),3
demo-costa,2026-02-26,Platinum Elite (PLT),4
demo-costa,2026-02-26,Titanium Elite (TTM),3
demo-centro,2026-02-27,Member (MRD),1
demo-centro,2026-02-27,Gold Elite (GLD),3
demo-centro,2026-02-27,Platinum Elite (PLT),4
demo-centro,2026-02-27,Titanium Elite (TTM),4
demo-costa,2026-02-27,Member (MRD),3
demo-costa,2026-02-27,Silver Elite (SLR),3
demo-costa,2026-02-27,Gold Elite (GLD),3
demo-costa,2026-02-27,Platinum Elite (PLT),1
demo-costa,2026-02-27,Titanium Elite (TTM),1
demo-centro,2026-02-28,Member (MRD),2
demo-centro,2026-02-28,Silver Elite (SLR),4
demo-centro,2026-02-28,Gold Elite (GLD),2
demo-costa,2026-02-28,Member (MRD),3
demo-costa,2026-02-28,Silver Elite (SLR),4
demo-costa,2026-02-28,Gold Elite (GLD),4
demo-costa,2026-02-28,Platinum Elite (PLT),1
demo-costa,2026-02-28,Titanium Elite (TTM),4
demo-centro,2026-03-01,Gold Elite (GLD),4
demo-centro,2026-03-01,Platinum Elite (PLT),3
demo-centro,2026-03-01,Titanium Elite (TTM),4
demo-costa,2026-03-01,Member (MRD),1
demo-costa,2026-03-01,Gold Elite (GLD),4
demo-costa,2026-03-01,Platinum Elite (PLT),3
demo-costa,2026-03-01,Titanium Elite (TTM),3
demo-centro,2026-03-02,Silver Elite (SLR),1
demo-centro,2026-03-02,Gold Elite (GLD),1
demo-centro,2026-03-02,Platinum Elite (PLT),3
demo-centro,2026-03-02,Titanium Elite (TTM),1
demo-costa,2026-03-02,Member (MRD),1
demo-costa,2026-03-02,Silver Elite (SLR),2
demo-costa,2026-03-02,Gold Elite (GLD),4
demo-costa,2026-03-02,Platinum Elite (PLT),2
demo-centro,2026-03-03,Member (MRD),1
demo-centro,2026-03-03,Silver Elite (SLR),3
demo-centro,2026-03-03,Platinum Elite (PLT),3
demo-centro,2026-03-03,Titanium Elite (TTM),1
demo-costa,2026-03-03,Member (MRD),2
demo-costa,2026-03-03,Silver Elite (SLR),1
demo-costa,2026-03-03,Gold Elite (GLD),1
demo-costa,2026-03-03,Platinum Elite (PLT),4
demo-costa,2026-03-03,Titanium Elite (TTM),3
demo-centro,2026-03-04,Member (MRD),2
demo-centro,2026-03-04,Silver Elite (SLR),3
demo-centro,2026-03-04,Gold Elite (GLD),4
demo-centro,2026-03-04,Platinum Elite (PLT),3
demo-centro,2026-03-04,Titanium Elite (TTM),2
demo-costa,2026-03-04,Member (MRD),3
demo-costa,2026-03-04,Silver Elite (SLR),3
demo-costa,2026-03-04,Gold Elite (GLD),2
demo-costa,2026-03-04,Platinum Elite (PLT),1
demo-costa,2026-03-04,Titanium Elite (TTM),1
demo-centro,2026-03-05,Member (MRD),4
demo-centro,2026-03-05,Silver Elite (SLR),3
demo-centro,2026-03-05,Gold Elite (GLD),3
demo-centro,2026-03-05,Platinum Elite (PLT),2
demo-centro,2026-03-05,Titanium Elite (TTM),1
demo-costa,2026-03-05,Member (MRD),3
demo-costa,2026-03-05,Silver Elite (SLR),3
demo-costa,2026-03-05,Gold Elite (GLD),2
demo-costa,2026-03-05,Platinum Elite (PLT),3
demo-costa,2026-03-05,Titanium Elite (TTM),3
demo-centro,2026-03-06,Member (MRD),2
demo-centro,2026-03-06,Titanium Elite (TTM),3
demo-costa,2026-03-06,Member (MRD),3
demo-costa,2026-03-06,Silver Elite (SLR),2
demo-costa,2026-03-06,Gold Elite (GLD),4
demo-costa,2026-03-06,Platinum Elite (PLT),1
demo-costa,2026-03-06,Titanium Elite (TTM),4
demo-centro,2026-03-07,Member (MRD),4
demo-centro,2026-03-07,Gold Elite (GLD),2
demo-centro,2026-03-07,Platinum Elite (PLT),1
demo-centro,2026-03-07,Titanium Elite (TTM),3
demo-costa,2026-03-07,Member (MRD),2
demo-costa,2026-03-07,Silver Elite (SLR),2
demo-costa,2026-03-07,Gold Elite (GLD),4
demo-costa,2026-03-07,Platinum Elite (PLT),1
demo-centro,2026-03-08,Member (MRD),4
demo-centro,2026-03-08,Silver Elite (SLR),1
demo-centro,2026-03-08,Gold Elite (GLD),4
demo-centro,2026-03-08,Platinum Elite (PLT),2
demo-centro,2026-03-08,Titanium Elite (TTM),3
demo-costa,2026-03-08,Silver Elite (SLR),4
demo-costa,2026-03-08,Gold Elite (GLD),2
demo-costa,2026-03-08,Platinum Elite (PLT),2
demo-costa,2026-03-08,Titanium Elite (TTM),4
demo-centro,2026-03-09,Member (MRD),1
demo-centro,2026-03-09,Silver Elite (SLR),3
demo-centro,2026-03-09,Platinum Elite (PLT),2
demo-centro,2026-03-09,Titanium Elite (TTM),3
demo-costa,2026-03-09,Silver Elite (SLR),3
demo-costa,2026-03-09,Gold Elite (GLD),2
demo-costa,2026-03-09,Platinum Elite (PLT),1
demo-costa,2026-03-09,Titanium Elite (TTM),3
demo-centro,2026-03-10,Member (MRD),3
demo-centro,2026-03-10,Silver Elite (SLR),2
demo-centro,2026-03-10,Gold Elite (GLD),1
demo-centro,2026-03-10,Platinum Elite (PLT),4
demo-centro,2026-03-10,Titanium Elite (TTM),1
demo-costa,2026-03-10,Member (MRD),3
demo-costa,2026-03-10,Silver Elite (SLR),4
demo-costa,2026-03-10,Gold Elite (GLD),1
demo-costa,2026-03-10,Titanium Elite (TTM),3
demo-centro,2026-03-11,Member (MRD),3
demo-centro,2026-03-11,Silver Elite (SLR),4
demo-centro,2026-03-11,Gold Elite (GLD),1
demo-centro,2026-03-11,Titanium Elite (TTM),1
demo-costa,2026-03-11,Member (MRD),1
demo-costa,2026-03-11,Silver Elite (SLR),2
demo-costa,2026-03-11,Gold Elite (GLD),1
demo-costa,2026-03-11,Platinum Elite (PLT),3
demo-costa,2026-03-11,Titanium Elite (TTM),1
demo-centro,2026-03-12,Member (MRD),1
demo-centro,2026-03-12,Silver Elite (SLR),2
demo-centro,2026-03-12,Platinum Elite (PLT),2
demo-centro,2026-03-12,Titanium Elite (TTM),1
demo-costa,2026-03-12,Member (MRD),3
demo-costa,2026-03-12,Silver Elite (SLR),3
demo-costa,2026-03-12,Gold Elite (GLD),4
demo-costa,2026-03-12,Titanium Elite (TTM),2
demo-centro,2026-03-13,Silver Elite (SLR),4
demo-centro,2026-03-13,Gold Elite (GLD),4
demo-centro,2026-03-13,Titanium Elite (TTM),1
demo-costa,2026-03-13,Silver Elite (SLR),1
demo-costa,2026-03-13,Platinum Elite (PLT),2
demo-centro,2026-03-14,Member (MRD),2
demo-centro,2026-03-14,Silver Elite (SLR),1
demo-centro,2026-03-14,Gold Elite (GLD),3
demo-centro,2026-03-14,Platinum Elite (PLT),3
demo-centro,2026-03-14,Titanium Elite (TTM),4
demo-costa,2026-03-14,Member (MRD),3
demo-costa,2026-03-14,Silver Elite (SLR),2
demo-costa,2026-03-14,Gold Elite (GLD),4
demo-costa,2026-03-14,Platinum Elite (PLT),1
demo-costa,2026-03-14,Titanium Elite (TTM),2
demo-centro,2026-03-15,Member (MRD),4
demo-centro,2026-03-15,Silver Elite (SLR),3
demo-centro,2026-03-15,Gold Elite (GLD),3
demo-centro,2026-03-15,Platinum Elite (PLT),3
demo-centro,2026-03-15,Titanium Elite (TTM),2
demo-costa,2026-03-15,Member (MRD),3
demo-costa,2026-03-15,Gold Elite (GLD),4
demo-costa,2026-03-15,Platinum Elite (PLT),1
demo-costa,2026-03-15,Titanium Elite (TTM),1
demo-centro,2026-03-16,Member (MRD),4
demo-centro,2026-03-16,Gold Elite (GLD),4
demo-centro,2026-03-16,Platinum Elite (PLT),1
demo-centro,2026-03-16,Titanium Elite (TTM),4
demo-costa,2026-03-16,Member (MRD),2
demo-costa,2026-03-16,Silver Elite (SLR),4
demo-costa,2026-03-16,Gold Elite (GLD),1
demo-costa,2026-03-16,Platinum Elite (PLT),1
demo-costa,2026-03-16,Titanium Elite (TTM),1
demo-centro,2026-03-17,Member (MRD),2
demo-centro,2026-03-17,Silver Elite (SLR),2
demo-centro,2026-03-17,Gold Elite (GLD),2
demo-centro,2026-03-17,Titanium Elite (TTM),1
demo-costa,2026-03-17,Member (MRD),1
demo-costa,2026-03-17,Silver Elite (SLR),3
demo-costa,2026-03-17,Platinum Elite (PLT),3
demo-centro,2026-03-18,Silver Elite (SLR),2
demo-centro,2026-03-18,Gold Elite (GLD),3
demo-centro,2026-03-18,Platinum Elite (PLT),1
demo-centro,2026-03-18,Titanium Elite (TTM),4
demo-costa,2026-03-18,Member (MRD),4
demo-costa,2026-03-18,Silver Elite (SLR),2
demo-costa,2026-03-18,Platinum Elite (PLT),3
demo-costa,2026-03-18,Titanium Elite (TTM),1
demo-centro,2026-03-19,Member (MRD),1
demo-centro,2026-03-19,Silver Elite (SLR),2
demo-centro,2026-03-19,Platinum Elite (PLT),2
demo-centro,2026-03-19,Titanium Elite (TTM),1
demo-costa,2026-03-19,Silver Elite (SLR),2
demo-costa,2026-03-19,Gold Elite (GLD),1
demo-costa,2026-03-19,Platinum Elite (PLT),3
demo-costa,2026-03-19,Titanium Elite (TTM),4
demo-centro,2026-03-20,Member (MRD),1
demo-centro,2026-03-20,Silver Elite (SLR),3
demo-centro,2026-03-20,Gold Elite (GLD),1
demo-centro,2026-03-20,Titanium Elite (TTM),2
demo-costa,2026-03-20,Member (MRD),4
demo-costa,2026-03-20,Silver Elite (SLR),4
demo-centro,2026-03-21,Member (MRD),4
demo-centro,2026-03-21,Silver Elite (SLR),3
demo-centro,2026-03-21,Gold Elite (GLD),1
demo-costa,2026-03-21,Member (MRD),1
demo-costa,2026-03-21,Silver Elite (SLR),1
demo-costa,2026-03-21,Titanium Elite (TTM),4
demo-centro,2026-03-22,Member (MRD),3
demo-centro,2026-03-22,Silver Elite (SLR),2
demo-centro,2026-03-22,Gold Elite (GLD),2
demo-centro,2026-03-22,Platinum Elite (PLT),2
demo-costa,2026-03-22,Member (MRD),4
demo-costa,2026-03-22,Silver Elite (SLR),4
demo-costa,2026-03-22,Gold Elite (GLD),4
demo-costa,2026-03-22,Platinum Elite (PLT),2
demo-costa,2026-03-22,Titanium Elite (TTM),1
demo-centro,2026-03-23,Member (MRD),1
demo-centro,2026-03-23,Silver Elite (SLR),2
demo-centro,2026-03-23,Gold Elite (GLD),3
demo-centro,2026-03-23,Platinum Elite (PLT),4
demo-centro,2026-03-23,Titanium Elite (TTM),4
demo-costa,2026-03-23,Member (MRD),3
demo-costa,2026-03-23,Gold Elite (GLD),1
demo-costa,2026-03-23,Titanium Elite (TTM),3
demo-centro,2026-03-24,Member (MRD),3
demo-centro,2026-03-24,Platinum Elite (PLT),3
demo-centro,2026-03-24,Titanium Elite (TTM),1
demo-costa,2026-03-24,Member (MRD),4
demo-costa,2026-03-24,Silver Elite (SLR),3
demo-costa,2026-03-24,Titanium Elite (TTM),2
demo-centro,2026-03-25,Member (MRD),1
demo-centro,2026-03-25,Silver Elite (SLR),4
demo-centro,2026-03-25,Gold Elite (GLD),3
demo-centro,2026-03-25,Platinum Elite (PLT),4
demo-centro,2026-03-25,Titanium Elite (TTM),1
demo-costa,2026-03-25,Member (MRD),4
demo-costa,2026-03-25,Silver Elite (SLR),2
demo-costa,2026-03-25,Gold Elite (GLD),2
demo-centro,2026-03-26,Member (MRD),2
demo-centro,2026-03-26,Silver Elite (SLR),3
demo-centro,2026-03-26,Gold Elite (GLD),3
demo-centro,2026-03-26,Platinum Elite (PLT),1
demo-centro,2026-03-26,Titanium Elite (TTM),2
demo-costa,2026-03-26,Silver Elite (SLR),3
demo-costa,2026-03-26,Gold Elite (GLD),2
demo-costa,2026-03-26,Platinum Elite (PLT),1
demo-costa,2026-03-26,Titanium Elite (TTM),2
demo-centro,2026-03-27,Member (MRD),3
demo-centro,2026-03-27,Platinum Elite (PLT),1
demo-centro,2026-03-27,Titanium Elite (TTM),4
demo-costa,2026-03-27,Member (MRD),2
demo-costa,2026-03-27,Gold Elite (GLD),2
demo-costa,2026-03-27,Platinum Elite (PLT),1
demo-costa,2026-03-27,Titanium Elite (TTM),4
demo-centro,2026-03-28,Member (MRD),2
demo-centro,2026-03-28,Silver Elite (SLR),4
demo-centro,2026-03-28,Gold Elite (GLD),3
demo-centro,2026-03-28,Platinum Elite (PLT),3
demo-centro,2026-03-28,Titanium Elite (TTM),3
demo-costa,2026-03-28,Member (MRD),2
demo-costa,2026-03-28,Silver Elite (SLR),1
demo-costa,2026-03-28,Gold Elite (GLD),1
demo-costa,2026-03-28,Platinum Elite (PLT),1
demo-costa,2026-03-28,Titanium Elite (TTM),1
demo-centro,2026-03-29,Member (MRD),2
demo-centro,2026-03-29,Silver Elite (SLR),3
demo-centro,2026-03-29,Platinum Elite (PLT),1
demo-centro,2026-03-29,Titanium Elite (TTM),1
demo-costa,2026-03-29,Member (MRD),2
demo-costa,2026-03-29,Silver Elite (SLR),1
demo-costa,2026-03-29,Gold Elite (GLD),2
demo-costa,2026-03-29,Platinum Elite (PLT),4
demo-costa,2026-03-29,Titanium Elite (TTM),2
demo-centro,2026-03-30,Member (MRD),3
demo-centro,2026-03-30,Silver Elite (SLR),1
demo-centro,2026-03-30,Gold Elite (GLD),2
demo-centro,2026-03-30,Titanium Elite (TTM),2
demo-costa,2026-03-30,Member (MRD),4
demo-costa,2026-03-30,Gold Elite (GLD),1
demo-costa,2026-03-30,Platinum Elite (PLT),3
demo-centro,2026-03-31,Member (MRD),2
demo-centro,2026-03-31,Silver Elite (SLR),2
demo-centro,2026-03-31,Gold Elite (GLD),1
demo-centro,2026-03-31,Platinum Elite (PLT),3
demo-costa,2026-03-31,Member (MRD),1
demo-costa,2026-03-31,Silver Elite (SLR),4
demo-costa,2026-03-31,Gold Elite (GLD),3
demo-costa,2026-03-31,Platinum Elite (PLT),2
demo-costa,2026-03-31,Titanium Elite (TTM),3
demo-centro,2026-04-01,Gold Elite (GLD),2
demo-centro,2026-04-01,Platinum Elite (PLT),2
demo-centro,2026-04-01,Titanium Elite (TTM),3
demo-costa,2026-04-01,Silver Elite (SLR),2
demo-costa,2026-04-01,Gold Elite (GLD),4
demo-costa,2026-04-01,Platinum Elite (PLT),4
demo-costa,2026-04-01,Titanium Elite (TTM),3
demo-centro,2026-04-02,Member (MRD),1
demo-centro,2026-04-02,Silver Elite (SLR),4
demo-centro,2026-04-02,Gold Elite (GLD),3
demo-centro,2026-04-02,Platinum Elite (PLT),3
demo-centro,2026-04-02,Titanium Elite (TTM),3
demo-costa,2026-04-02,Member (MRD),3
demo-costa,2026-04-02,Silver Elite (SLR),3
demo-costa,2026-04-02,Gold Elite (GLD),4
demo-costa,2026-04-02,Platinum Elite (PLT),1
demo-costa,2026-04-02,Titanium Elite (TTM),2
demo-centro,2026-04-03,Member (MRD),4
demo-centro,2026-04-03,Silver Elite (SLR),3
demo-centro,2026-04-03,Gold Elite (GLD),1
demo-centro,2026-04-03,Platinum Elite (PLT),1
demo-centro,2026-04-03,Titanium Elite (TTM),2
demo-costa,2026-04-03,Member (MRD),2
demo-costa,2026-04-03,Silver Elite (SLR),2
demo-costa,2026-04-03,Gold Elite (GLD),4
demo-costa,2026-04-03,Titanium Elite (TTM),1
demo-centro,2026-04-04,Member (MRD),1
demo-centro,2026-04-04,Silver Elite (SLR),2
demo-centro,2026-04-04,Gold Elite (GLD),3
demo-centro,2026-04-04,Platinum Elite (PLT),3
demo-centro,2026-04-04,Titanium Elite (TTM),4
demo-costa,2026-04-04,Member (MRD),3
demo-costa,2026-04-04,Silver Elite (SLR),1
demo-costa,2026-04-04,Gold Elite (GLD),1
demo-costa,2026-04-04,Platinum Elite (PLT),4
demo-costa,2026-04-04,Titanium Elite (TTM),1
demo-centro,2026-04-05,Member (MRD),2
demo-centro,2026-04-05,Gold Elite (GLD),2
demo-centro,2026-04-05,Platinum Elite (PLT),1
demo-costa,2026-04-05,Member (MRD),1
demo-costa,2026-04-05,Silver Elite (SLR),4
demo-costa,2026-04-05,Gold Elite (GLD),1
demo-costa,2026-04-05,Platinum Elite (PLT),3
demo-costa,2026-04-05,Titanium Elite (TTM),2
demo-centro,2026-04-06,Silver Elite (SLR),1
demo-centro,2026-04-06,Gold Elite (GLD),2
demo-centro,2026-04-06,Platinum Elite (PLT),2
demo-centro,2026-04-06,Titanium Elite (TTM),4
demo-costa,2026-04-06,Member (MRD),1
demo-costa,2026-04-06,Silver Elite (SLR),1
demo-costa,2026-04-06,Gold Elite (GLD),2
demo-costa,2026-04-06,Platinum Elite (PLT),4
demo-costa,2026-04-06,Titanium Elite (TTM),2
demo-centro,2026-04-07,Member (MRD),1
demo-centro,2026-04-07,Silver Elite (SLR),1
demo-centro,2026-04-07,Platinum Elite (PLT),2
demo-centro,2026-04-07,Titanium Elite (TTM),1
demo-costa,2026-04-07,Silver Elite (SLR),1
demo-costa,2026-04-07,Gold Elite (GLD),3
demo-costa,2026-04-07,Platinum Elite (PLT),4
demo-costa,2026-04-07,Titanium Elite (TTM),1
demo-centro,2026-04-08,Silver Elite (SLR),3
demo-centro,2026-04-08,Gold Elite (GLD),3
demo-centro,2026-04-08,Platinum Elite (PLT),1
demo-centro,2026-04-08,Titanium Elite (TTM),2
demo-costa,2026-04-08,Member (MRD),3
demo-costa,2026-04-08,Silver Elite (SLR),4
demo-costa,2026-04-08,Gold Elite (GLD),1
demo-costa,2026-04-08,Platinum Elite (PLT),4
demo-costa,2026-04-08,Titanium Elite (TTM),2
demo-centro,2026-04-09,Member (MRD),1
demo-centro,2026-04-09,Silver Elite (SLR),1
demo-centro,2026-04-09,Platinum Elite (PLT),2
demo-costa,2026-04-09,Member (MRD),2
demo-costa,2026-04-09,Silver Elite (SLR),2
demo-costa,2026-04-09,Titanium Elite (TTM),1
demo-centro,2026-04-10,Member (MRD),2
demo-centro,2026-04-10,Silver Elite (SLR),1
demo-centro,2026-04-10,Gold Elite (GLD),1
demo-centro,2026-04-10,Platinum Elite (PLT),3
demo-centro,2026-04-10,Titanium Elite (TTM),3
demo-costa,2026-04-10,Member (MRD),3
demo-costa,2026-04-10,Silver Elite (SLR),3
demo-costa,2026-04-10,Titanium Elite (TTM),2
demo-centro,2026-04-11,Member (MRD),4
demo-centro,2026-04-11,Silver Elite (SLR),4
demo-centro,2026-04-11,Gold Elite (GLD),1
demo-centro,2026-04-11,Platinum Elite (PLT),4
demo-centro,2026-04-11,Titanium Elite (TTM),2
demo-costa,2026-04-11,Member (MRD),2
demo-costa,2026-04-11,Silver Elite (SLR),3
demo-costa,2026-04-11,Gold Elite (GLD),4
demo-costa,2026-04-11,Titanium Elite (TTM),4
demo-centro,2026-04-12,Member (MRD),2
demo-centro,2026-04-12,Silver Elite (SLR),2
demo-centro,2026-04-12,Gold Elite (GLD),1
demo-centro,2026-04-12,Titanium Elite (TTM),2
demo-costa,2026-04-12,Silver Elite (SLR),2
demo-costa,2026-04-12,Gold Elite (GLD),1
demo-costa,2026-04-12,Platinum Elite (PLT),3
demo-costa,2026-04-12,Titanium Elite (TTM),4
demo-centro,2026-04-13,Member (MRD),4
demo-centro,2026-04-13,Silver Elite (SLR),2
demo-centro,2026-04-13,Gold Elite (GLD),1
demo-centro,2026-04-13,Platinum Elite (PLT),3
demo-centro,2026-04-13,Titanium Elite (TTM),4
demo-costa,2026-04-13,Silver Elite (SLR),4
demo-costa,2026-04-13,Gold Elite (GLD),2
demo-costa,2026-04-13,Platinum Elite (PLT),2
demo-costa,2026-04-13,Titanium Elite (TTM),4
demo-centro,2026-04-14,Silver Elite (SLR),3
demo-centro,2026-04-14,Gold Elite (GLD),2
demo-centro,2026-04-14,Platinum Elite (PLT),3
demo-centro,2026-04-14,Titanium Elite (TTM),3
demo-costa,2026-04-14,Member (MRD),2
demo-costa,2026-04-14,Platinum Elite (PLT),4
demo-centro,2026-04-15,Member (MRD),2
demo-centro,2026-04-15,Gold Elite (GLD),1
demo-centro,2026-04-15,Platinum Elite (PLT),4
demo-centro,2026-04-15,Titanium Elite (TTM),3
demo-costa,2026-04-15,Member (MRD),3
demo-costa,2026-04-15,Silver Elite (SLR),1
demo-costa,2026-04-15,Gold Elite (GLD),1
demo-costa,2026-04-15,Platinum Elite (PLT),3
demo-costa,2026-04-15,Titanium Elite (TTM),2
demo-centro,2026-04-16,Member (MRD),2
demo-centro,2026-04-16,Silver Elite (SLR),3
demo-centro,2026-04-16,Gold Elite (GLD),2
demo-centro,2026-04-16,Platinum Elite (PLT),1
demo-costa,2026-04-16,Silver Elite (SLR),2
demo-costa,2026-04-16,Gold Elite (GLD),4
demo-costa,2026-04-16,Platinum Elite (PLT),2
demo-costa,2026-04-16,Titanium Elite (TTM),2
demo-centro,2026-04-17,Member (MRD),2
demo-centro,2026-04-17,Silver Elite (SLR),2
demo-centro,2026-04-17,Gold Elite (GLD),1
demo-centro,2026-04-17,Platinum Elite (PLT),3
demo-centro,2026-04-17,Titanium Elite (TTM),4
demo-costa,2026-04-17,Member (MRD),1
demo-costa,2026-04-17,Silver Elite (SLR),4
demo-costa,2026-04-17,Gold Elite (GLD),4
demo-costa,2026-04-17,Platinum Elite (PLT),3
demo-costa,2026-04-17,Titanium Elite (TTM),2
demo-centro,2026-04-18,Member (MRD),4
demo-centro,2026-04-18,Silver Elite (SLR),4
demo-centro,2026-04-18,Gold Elite (GLD),3
demo-centro,2026-04-18,Platinum Elite (PLT),1
demo-centro,2026-04-18,Titanium Elite (TTM),3
demo-costa,2026-04-18,Member (MRD),2
demo-costa,2026-04-18,Gold Elite (GLD),2
demo-costa,2026-04-18,Platinum Elite (PLT),1
demo-costa,2026-04-18,Titanium Elite (TTM),3
demo-centro,2026-04-19,Silver Elite (SLR),1
demo-centro,2026-04-19,Gold Elite (GLD),2
demo-centro,2026-04-19,Platinum Elite (PLT),3
demo-centro,2026-04-19,Titanium Elite (TTM),4
demo-costa,2026-04-19,Member (MRD),4
demo-costa,2026-04-19,Silver Elite (SLR),2
demo-costa,2026-04-19,Gold Elite (GLD),2
demo-costa,2026-04-19,Platinum Elite (PLT),2
demo-costa,2026-04-19,Titanium Elite (TTM),2
demo-centro,2026-04-20,Silver Elite (SLR),1
demo-centro,2026-04-20,Gold Elite (GLD),4
demo-centro,2026-04-20,Platinum Elite (PLT),2
demo-centro,2026-04-20,Titanium Elite (TTM),1
demo-costa,2026-04-20,Member (MRD),3
demo-costa,2026-04-20,Silver Elite (SLR),2
